product_name,vendor_name,sales,package,selling_price,original_price,rating,review_number,origin,comment,date
喜寶 - 喜寶1號有機雙益初生嬰兒配方奶粉,大街市,"3,000",800克,383.00,,4.5,44,德國,"['5_star', '用透明大膠袋包裝，奶罐無破損無烏糟，放心用', 'Good', '大街市買係勁快送貨，今日買可以明天送，趕住要奶粉的媽媽真係可以考慮係大街市買\n大街市無紙盒包，但都完整，同平時萬寧或者官網買都係一樣， 遠期，便便一樣咁靚\nHKTV 送貨哥哥都斯文又細心，讚！', '一直食開好好, 有母乳益生菌, 所以唔可以用太熱水去沖, 之前99用好熱水去沖, 講左好耐, 終於記得.... poo poo 真心唔錯, 全家人的細路都係食佢大, 係度買唔使自己拎, 方便, 不過如果做多D特價就更加好', '好多品牌係內地都出事，驗到有香蘭素，只係香港無賣新聞。食品安全真係最重要，上次消委會已經驗出好多款都有溫菌最高仲有致癌物！真係恐怖，最安全嘅有機奶粉，得呢只，BB食品一定要揀大牌子，揀歐盟有機，揀咗其他下次出事就後悔都冇用啦。', '呢隻奶粉哥哥一直都食開，而家買來比細個個補奶用，遲D應該會全奶粉，就係貪佢有母乳益生菌同有機，今時今日有機真係好重要！', '送貨快', '如題', '如題', '這牌子很好的', '1_star', '個鑵有問題', '如果有bubble paper會好d 因為凹左少少 和 有限日期比其他店更短', '今次運送不合格，凹晒']",2023-12-10
Aptamil Essensis HMO - Aptamil Essensis HMO - 較大嬰兒配方奶粉2號900克,Aptamil香港官方旗艦店,"3,000",900克,477.90,478.00,4.7,16,荷蘭,"['5_star', '一直飲開😇唔洗自己拎！正！', '唔需要自己取，方便快捷', '買左兩次 兩次都好滿意', '用戶已設定此評論內容為非公開', '又抵買又方便', '免費送點都要比5星', 'good', '有推廣👍🏻', 'Good', '新包裝 雖然到期日比較近 不過都冇影響飲用', '1_star', '打開好污糟 想退貨']",2023-12-10
illuma - LUXA® HMO 2號較大嬰兒配方奶粉 850克 (6種HMO) (新/舊包裝隨機發貨),惠氏營養品官方旗艦店,"3,000",850克,517.90,518.00,3.4,25,愛爾蘭,"['5_star', '有優惠 $299 就好抵\n今晚買明天就送貨', 'Good', 'Good', '$299好抵', '有優惠碼，平！包裝好！無凹，仲係有圓圈W logo! 👍🏼', 'Very good !', '希望包裝可以減少塑膠', '方便', '唔洗自己拎，收貨準時', 'nice', '1_star', '第一次收到的罐有損壞，要求換貨，但是第二次收到的也是有損壞，如果本身就有問題應該一早講明！', '用戶已設定此評論內容為非公開', '個罐凹嘅，個到期日仲要係今年內，製造日期係2019年', '睇嚟送凹罐貨份係常態。', '兩罐奶粉個罐都凹咗，食唔食得㗎？', '右邊係萬寧買,左邊係HKTV MALL,左邊個LOGO同係藥房一樣,懷疑假，請盡快搵人聯絡我', '剛收到已凹 要求退貨', '有冇搞錯呀！用$518買到嘅嘢竟然係藥房版本，藥房先賣$390，你地真係賺到凸................................要求退貨退錢', '奶粉罐凹晒!!', 'Damage']",2023-12-10
惠氏 - S-26® Ultima® 1號初生嬰兒配方奶粉 800克 (Wyeth® S26)(此日期前最佳: 不早於 6/2024),惠氏營養品官方旗艦店,"3,000",800克,325.00,,3.8,19,瑞士,"['5_star', '送貨快', '包裝很好👍', '品質優良', '好', '包裝很好', 'good', '唔洗拎 方便', '送貨好方便', '1_star', '8罐全部凹 一張bubble紙都無用', '罐身凹陷，明顯撞擊造成，這樣有機會令保質期變短，甚至奶粉變質！請注意！']",2023-12-10
雀巢® - 能恩全護® INFINIPRO 3號配方 800克|母愛級萃乳營養,雀巢嬰幼營養官方旗艦店,"3,000",800克,387.90,388.00,3.5,11,德國,"['5_star', 'Good', 'Good', '有一罐奶粉凹咗,但兩日後已有人上門換. 我另外在百佳買奶粉,同樣一罐奶粉凹咗,又send email,又打電話,又係apps留言都係無人覆,無人理,電話試打左5次,都無人聽,過左成過星期,石沈大海! 好嬲！千祈唔好係百佳網購買奶粉.hktv mall 信得過', '回購', '無凹到，食用限期合理。', '1_star', '凹既！', '用戶已設定此評論內容為非公開']",2023-12-10
喜寶 - 有機雙益® HMP嬰兒配方奶粉 (1號) (350克) (38907)【香港原裝行貨】適用年齡: 初生起,HiPP 喜寶官方旗艦店,"2,000",,180.00,,4.5,24,德國,"['5_star', '好 回購的', 'I bought it twice. 2 cans per time. Good for mixed feeding. It is in high quality and fits well my little one.', '有機奶粉嚟講呢個品牌真係性價比極高', '服務很多。職員好有耐性', '回購 好好 bb好健康', '回購', 'organic and highly recommend it! wonderful formula for my baby!', '＿', '發貨快，貨品如描述相同,細包裝很方便', '方便過官網，因為官網要買到指定金額先免運，HKTVMALL 買就可以夾其他野', '1_star', '好 回購的', 'I bought it twice. 2 cans per time. Good for mixed feeding. It is in high quality and fits well my little one.', '有機奶粉嚟講呢個品牌真係性價比極高', '服務很多。職員好有耐性', '回購 好好 bb好健康', '回購', 'organic and highly recommend it! wonderful formula for my baby!', '＿', '發貨快，貨品如描述相同,細包裝很方便', '方便過官網，因為官網要買到指定金額先免運，HKTVMALL 買就可以夾其他野']",2023-12-10
illuma - ILLUMA LUXA 啟賦 3號 850克 [香港行貨],Express,"2,000",1罐,313.00,498.00,4,12,愛爾蘭,"['5_star', 'good', '個罐身有啲花，廳應無嘢掛', '价钱实惠', '一向買開，抵', 'good', '好', '回購，但希望可改為環保點的包裝，過多的發泡膠粒。', '第 n 次買', 'Excellent!', '1_star', '奶粉送來已經凹咗，都唔知品質有冇問題仲食唔食得', 'bb剛飲左兩日，已連續肚疴左兩日。bb由出世到現在都飲開此品牌既奶，都係買watsons/manning正貨，從未有此情況。第一次買該店銷售奶粉，我好懷疑此奶粉真偽。麻煩cs盡快安排退貨，另已買一樽奶粉安排7月24日送貨，亦麻煩一併退款。我係hktv mall長期客戶，從未給予已購商品劣評，請cs盡快妥善處理退貨退款。', '上星期買$346，製造日期成年前，宜家賣$410，呢個價係咪賣緊新裝？製造日期係幾時？']",2023-12-10
美素佳兒 - FRISO PRESTIGE皇家美素佳兒 3號成長配方奶粉 800克,Express,"2,000",1罐,343.00,400.00,4.6,6,荷蘭,"['5_star', '平靚正', '1', '已多次回購', '包裝好好，好過官網👍🏻❤️', '好', '1_star', '平靚正', '1', '已多次回購', '包裝好好，好過官網👍🏻❤️', '好']",2023-12-10
illuma - LUXA® HMO 1號兒童成長配方奶粉 850克 (6種HMO) (此日期前最佳: 不早於 2/2024),惠氏營養品官方旗艦店,"2,000",850克,538.00,,4,17,愛爾蘭,"['5_star', '飲開，繼續回購', '很好', 'Good', '包裝完整 有效期至2021年3月', 'good', 'Nil', '速溶，寶寶都中意飲', '好', '包裝完整', '有得送貨，正', '1_star', '送到黎就凹左… 走哂氣，唔咁俾bb食…', '收貨時罐身凹陷', '這件貨送無送到黎，送漏咗，已經程序要求補送，但未有回覆，麻煩請跟進！']",2023-12-10
illuma - ILLUMA® Organic 2號較大嬰兒有機配方奶粉 850克,惠氏營養品官方旗艦店,"2,000",850克,558.90,,4.4,24,愛爾蘭,"['5_star', 'Good.', '好吖，用優惠價錢買到，正，閒時給我多些優惠就更好', '半價好抵，包裝完整無凹', '今次雖然無包上 bubble紙 ，但無凹，未檢查其他。', '完整好好 無凹', '有機、好放心', 'Free delivery; Price is good with discount coupon.', 'Good to buy for friend, she can just wait in office for delivery.', 'No need to go elsewhere to find the product. With delivery!!', ""Same price as Watsons, with delivery to friend's address."", '1_star', '罐係凹嘅， 開左先睇到唔敢俾bb 食！ 製造日期係上年6月都比我之前萬寧1月買嘅已經去到上年9月， 唔係過期，但唔係新鮮果批～', '送貨時奶粉罐凹了，要求refund']",2023-12-10
"惠氏 - S-26® GOLD 3號幼兒成長配方奶粉900克 (Wyeth® S26, HMO) (1至3歲幼兒適用)",惠氏營養品官方旗艦店,"2,000",900克,247.90,,4,14,愛爾蘭,"['5_star', 'well packed and delivered on time.', '.', '方便', '好', '包得好，有優惠', '好方便，不用自己拎', '包送貨，有嬰兒優惠滿$350減$100，同藥房有得比！抵！', 'good', '1_star', '其中一罐凹左，要求換貨']",2023-12-10
牛欄牌 - 牛欄牌 - Happy Tummy 2 較大嬰兒奶粉900克,牛欄牌香港官方旗艦店,"2,000",900克,268.20,298.00,3.1,11,紐西蘭,"['5_star', '黎到完全冇問題', '抵買！', '有10%回贈好扺！', '1_star', '六個罐全部都凹晒', '用戶已設定此評論內容為非公開', '收貨後發現其中3罐奶粉罐身凹咗 十分失望']",2023-12-10
喜寶 - 喜寶4號雙益兒童成長配方奶粉,大街市,"2,000",800克,347.00,348.00,4.4,25,德國,"['5_star', '多次回購', '飲開！ 價錢比出面貴少少少少！ 德國品質唔錯！', '雖然無盒 但有bubble 包住 OK\n回購的 由細食到大', '好', '方便', 'good', '阿囡問係沖左牛奶比佢飲', '$99好抵', '抵，$99，11月到期，仲有幾個月時間，屋企兩個小朋友，好快飲哂', '短期，但抵玩，試下！', '1_star', '在HKTVmall 買了無數，第一次寫評論，實在氣憤，奶粉還有幾個月到期了，介紹不說清楚，申請退貨又不能退，上當的感覺，作為vip會員，作為在網站買了一兩萬奶粉的用家，只能講一句：以後唔會再幫襯你地買一分錢奶粉！浪費我時間打這麼多字只為了不想有更多人受騙！！！', '5-Feb落單買兩罐，12-Feb到貨，發現到期日是21-Apr, 正價買product description亦冇講係就到期貨品，投訴開頭仲要唔肯跟進，再理論先話只可退一罐，仲要係退mall dollar俾你，之後點追都完全冇回覆，結果我直接搵奶粉商，奶粉商先自己直接同我換。']",2023-12-10
美素佳兒 - 有機FRISOLAC PRESTIGE BIO 1號嬰兒配方奶粉800克 - 皇家美素力 FRISOLAC PRESTIGE (此日期前最佳: 不早於 6/2025),荷蘭美素佳兒官方旗艦店,"2,000",800克,549.00,,4.6,17,荷蘭,"['5_star', '多次回購', '👍🏻', '比市面平', '👌🏻', 'Ok', '雖然vip無折，但勝在送貨快，從未撞凹。快用完先買，亦唔怕無奶粉用。', 'very good', '送貨快', '好', 'Hard to find in the shops like mannings, watson or supermarket. Easier to buy on HKTV Mall even is the same price, just more convenient', '1_star', '商品送來時，罐身已凹，而商品有卜卜紙包裹，不知是運送途中損壞或是商戶明知罐身有凹仍然出貨，欲在美素佳兒官方店買奶粉的顧客自行承擔風險', '瓶子上的safety lock已經掉落']",2023-12-10
illuma - 香港行貨 惠氏 Illuma luxa 啟賦#1 850g,Express,"2,000",1罐,403.00,,4.7,33,愛爾蘭,"['5_star', '正貨！送貨快，一定再買', '送貨來交代好清楚', 'Expiry Date: 2024-02-04', 'Great price and speedy delivery', 'Good value ! Economical !', '平過出面超市', '抵買，多次回購', '抵買', 'Good', '幾好 包裝夠哂好', '1_star', '正貨！送貨快，一定再買', '送貨來交代好清楚', 'Expiry Date: 2024-02-04', 'Great price and speedy delivery', 'Good value ! Economical !', '平過出面超市', '抵買，多次回購', '抵買', 'Good', '幾好 包裝夠哂好']",2023-12-10
惠氏 - ILLUMA® Organic 1號初生嬰兒有機配方奶粉 850克 (此日期前最佳: 不早於 5/2024),惠氏營養品官方旗艦店,"2,000",850克,589.00,,4.8,9,愛爾蘭,"['5_star', '方便快捷', '包裝完好', '很好', '唔洗自己去拎囉，方便，價錢不平', '方便', 'Good', 'Good', '方便！', '1_star', '方便快捷', '包裝完好', '很好', '唔洗自己去拎囉，方便，價錢不平', '方便', 'Good', 'Good', '方便！']",2023-12-10
美贊臣 - [官方正貨] 美贊臣安兒寶 A+ 親舒 3號配方奶粉 (嬰兒奶粉) (1-3歲適用),美贊臣官方旗艦店,"2,000",900克,381.90,,4.9,10,荷蘭,"['5_star', '咁熱天氣都在門口等我', 'Good', '平靚正', 'Good and fast', '雖然無用紙箱包， 但都好企理！', '送貨好方便!', '清晰，送貨服務更新很快', '$282 + 5%off 好抵', '抵買，會囤貨', '1_star', '咁熱天氣都在門口等我', 'Good', '平靚正', 'Good and fast', '雖然無用紙箱包， 但都好企理！', '送貨好方便!', '清晰，送貨服務更新很快', '$282 + 5%off 好抵', '抵買，會囤貨']",2023-12-10
美贊臣 - [官方正貨] 美贊臣 Enfinitas 藍臻2號配方奶粉 (嬰兒奶粉) (6至12個月適用),美贊臣官方旗艦店,"2,000",820克,549.00,,4.4,19,荷蘭,"['5_star', '除咗貴，其他都OK', '一路食開，good', '個女食開，包裝好好，2023年8月先過期，好好。', '食開', '有折 包裝好好', '有折 包裝好好', '有95折，但買原箱更加抵，有10%mall dollar 回贈。', '原來原箱買超抵，星期四有95折之餘，仲有10%mall dollar 回贈，計返差不多平一百蚊一罐。又唔使自己拎，正！', '有95折，抵', '有95折，抵', '1_star', '送货员冇任何防撞包装，就用胶带装住12罐奶粉上门，刚才打开一罐有硬块，都不知道其他罐会不会这样，重新检查了一下，有两罐罐子还凹了，好担心，奶粉不知道会不会有问题']",2023-12-10
美贊臣 - [官方正貨] 美贊臣安嬰兒A+ 無乳糖配方奶粉 (嬰兒奶粉) (0至12個月適用),美贊臣官方旗艦店,"1,000",400克,156.00,,4.5,11,荷蘭,"['5_star', '無凹', '正常', '正常，經常購買', 'Good.', 'Great', '送貨快過美贊臣', '好', 'Great product, waiting for import availability a long time', '1_star', '無凹', '正常', '正常，經常購買', 'Good.', 'Great', '送貨快過美贊臣', '好', 'Great product, waiting for import availability a long time']",2023-12-10
明治 - [2罐] 明治成長配方奶粉800g(1歲-3歲)【平行進口貨品】(另外送量匙一支),令和日本母嬰生活百貨,"1,000",2 X 800g (送量匙),286.00,,4.3,28,日本,"['5_star', '多次購買', '👍🏿👍🏿', 'very good!', '爽快', '值得多次回購', '包裝好', 'OK', '朋友推介，B B試過又鐘意飲，所以會繼續買！', '小朋友好鍾意飲，呢隻抵飲！', '很好', '1_star', '其中一個嚴重變哂形🥲']",2023-12-10
明治 - [X2]日本明治MEIJI成長配方奶粉 800gx2 (1-3歲)此日期或之前食用：2024年11月 日本內銷版(平行進口)(05600),彩虹生活百貨,"1,000",800g X2,286.00,,4.8,34,日本,"['5_star', '多次購買', '買開唔洗拎', 'ok', '值得再選購', '👍🏼', '送貨員工準時有禮\n貨物完好無缺\n有效期良好', '購入12x2一共24罐奶粉。有D有盒有D無盒, 賞味期限由2022年10月到2023年1月都有, 係有1-2罐有少少凹咗, 可以接受。今次俾正評👍🏻 小朋友飲完，會再次購入。', '包裝乾淨，2022-1 到期', '多次購買', '回購', '1_star', '多次購買', '買開唔洗拎', 'ok', '值得再選購', '👍🏼', '送貨員工準時有禮\n貨物完好無缺\n有效期良好', '購入12x2一共24罐奶粉。有D有盒有D無盒, 賞味期限由2022年10月到2023年1月都有, 係有1-2罐有少少凹咗, 可以接受。今次俾正評👍🏻 小朋友飲完，會再次購入。', '包裝乾淨，2022-1 到期', '多次購買', '回購']",2023-12-10
康多蜜兒 - 嬰兒配方奶階段2 官方正貨 (由6至12個月),Kendamil Official Store,"1,000",,359.00,,4,27,英國,"['5_star', '幾時再有特價😞', '795 3罐，95折再有回贈，抵！', '795 3罐，95折再有回贈，抵！', '795 3罐，再有回贈，抵！', '795 3罐，再有回贈，抵！', '795 3罐，再有回贈，抵！', '買黎沖糊仔食', '準時，友善', '這款奶粉很好, 在一田試過,很香很滑, 在這裡買送貨很快', '平過屈臣氏，好好味', '1_star', '第二件減128$ 但長期倉庫得一罐！姐係無優惠', '貴左好多, 之前$319, 而家再加$20 變$339', '爛咗。點處理？']",2023-12-10
美素佳兒 - FRISOLAC PRESTIGE®️ 1號嬰兒配方奶粉 800克 - 皇家美素力 FRISOLAC PRESTIGE (此日期前最佳: 不早於 4/2024),荷蘭美素佳兒官方旗艦店,"1,000",800克,508.00,,4.7,19,荷蘭,"['5_star', '藥房$408，轉左去藥房買', '比普通果款更好，有便便無眼屎，胃口好', '會再次回購', '好', '好', '多次回購', '買好多次了！', '回購', '産品非常之好', '準時', '1_star', '每月買5罐，最近個罐卻是05/2023，其他的是08/2023。與商品描寫不早於06/2023有出入！']",2023-12-10
Aptamil Essensis HMO - Aptamil Essensis HMO - 初生嬰兒配方奶粉1號900克 (此日期前最佳: 不早於 7/2024),Aptamil香港官方旗艦店,"1,000",900克,478.00,,3.7,10,荷蘭,"['5_star', '寶寶喜歡', '已多次回購', 'Cheaper than major branch chains', 'Cheaper than some local stores', '佢有初乳成分對bb健康幾好，阿仔食完之後，便便去得比之前順左~~\n仲可以送埋上門，就唔洗自己拎得咁辛苦！', '送貨快，又冇凹，推薦直接喺網上買，方便好多~', '1_star', '包裝不好，個罐凹咗', 'The bottle came in a plastic bag. It is already dented when taken out from the plastic bag. The bottom and seal of the bottle is also very dirty. I’m concerned with the product quality, especially considering this is for infants.']",2023-12-10
明治 - [香港版正貨]嬰兒配方EZcube粒粒裝,日本明治奶粉香港官方旗艦店,"1,000",432g,185.00,,4.2,26,日本,"['5_star', 'good', '非常之好', '貨品整體非常好', '包裝正齊非常好', '抵', 'Good', '滿意，包裝良好', '好方便', '方便', '回購 好方便', '1_star', '13/1 送到，件貨製造日期係 5/6/2021 ，到期日5/6/2023 ，會唔會過份啲啊', '盒奶粉仲有半年就到期, 無預期咁快到期']",2023-12-10
"惠氏 - S-26® GOLD 1號初生嬰兒配方奶粉 900克 (Wyeth® S26, HMO) (此日期前最佳: 不早於 6/2024)",惠氏營養品官方旗艦店,"1,000",900克,269.00,,3.5,18,愛爾蘭,"['5_star', 'Bb食得幾好，有減價就最好', 'Good', 'Ok', '買咗好多次！日期新鮮', 'Good', '包裝完整', '包裝完好', '包裝保護設計非常好', '今次包裝完好', '299行貨包送貨', '1_star', '我係買正價奶粉，但日期係得2個月既倉底貨！是次購物經驗不良好，下次唔會再係哩間度買。', '冇諗過會係呢度買到倉底過期奶粉！我11月12號來攞貨，你地俾個11月19號就過期的俾我，我認黑仔，我寶寶吃完第一瓶就嘔！睇到我幾心痛，我寶寶先12日人仔，點可以買就過期奶粉俾我地，其他野我都冇咁嬲！係呢樣我認屎認尿都唔認你們！', '我以為在官方旗艦店購買會安心，但發現最佳食用日期只有2個月。\n我買3罐，兩個月內不可以食晒！可以更換/退貨嗎？', '唔會再買，打過去惠氏問係舊貨，因為罐底無QR code，平時喺出面買唔會咁快就過期', '買兩罐，有一個凹左，要求跟進', '幾時轉新裝呀？']",2023-12-10
美贊臣 - [官方正貨] 美贊臣 Enfinitas 藍臻4號配方奶粉 (3-6歲適用),美贊臣官方旗艦店,"1,000",820克,459.00,,4.5,14,荷蘭,"['5_star', '出貨快', 'Good', '飲開', '不錯。日期很好', '👍', 'excellent', '新設計蓋子，单手可開合，good design', '每罐都有氣泡紙保護，很好。', '1_star', '出貨快', 'Good', '飲開', '不錯。日期很好', '👍', 'excellent', '新設計蓋子，单手可開合，good design', '每罐都有氣泡紙保護，很好。']",2023-12-10
雅培 - 雅培心美力親護HMO 2號 初生嬰兒奶粉 820g,雅培嬰幼兒奶粉官方旗艦店,"1,000",820克,344.90,,4.3,9,西班牙,"['5_star', 'Great', '外觀完整', 'please provide some offer like mall dollar rebate not diaper ...', 'best price!', '1_star', 'Great', '外觀完整', 'please provide some offer like mall dollar rebate not diaper ...', 'best price!']",2023-12-10
illuma - 惠氏 ILLUMA LUXA 2號 較大嬰兒配方奶粉 850克 * 新包裝 * (7613287136633) <香港行貨>,COME ON BABY 激安寶寶生活百貨,"1,000",850克,368.00,,5,6,愛爾蘭,"['5_star', '平靚正，買開！', '好', 'The best price have seen so far', '營養價值高', '完好冇缺, 有排都未過期', 'great price', '1_star', '平靚正，買開！', '好', 'The best price have seen so far', '營養價值高', '完好冇缺, 有排都未過期', 'great price']",2023-12-10
惠氏 - ILLUMA LUXA 啟賦 3號 850克 x 2 [香港行貨],Express,"1,000",2罐,616.00,,4.2,19,愛爾蘭,"['5_star', 'good', '👍🏻', 'good', '快，包裝合適', 'good', 'good', '用戶已設定此評論內容為非公開', '用戶已設定此評論內容為非公開', '用戶已設定此評論內容為非公開', '用戶已設定此評論內容為非公開', '1_star', '竟然用保麗龍碎塊包裝奶粉，整個奶粉罐上佈滿了碎碎的保麗龍粉末，難以清潔。\n\n建議大家不要買，除非妳願意先花一個鐘把罐子擦乾淨。', '要求退款！！！！！！illuma改咗包裝好耐，打開一睇舊包裝，再望下個製造日期同到期日，11月到期，你俾倉底貨我？你會唔會俾你自己個小朋友食呀？如果你會俾既，你留番黎自己用啦，最大問題，我今日先睇到呢間野有新裝illuma 貴20蚊，上面醒醒目目紅色字寫住2020年新包裝，而呢個舊包裝就咩都唔寫，博大冒？不如咁啦，我俾多20蚊你，你換罐新包裝嘅俾我啦！', '貨品未送前已經撞凹，此服務態度「差」；重用好多發泡膠包裝….破壞地球']",2023-12-10
牛欄牌 - 牛欄牌 - Happy Tummy 1 初生嬰兒奶粉900克 (此日期前最佳: 不早於 4/2025),牛欄牌香港官方旗艦店,"1,000",900克,276.00,,2.6,5,紐西蘭,"['5_star', '食用日期係2025年2月', '好好', '1_star', '沖好嘅奶見到竟然有黑色嘢喺入邊…仲要飲咗一半先發現…有問題7日內申請退貨竟然無得退…', '奶粉報滿灰塵, 勁嘔心, 搞到一手都是灰塵 污染埋屋企, 嬰兒奶粉竟然這麼不衛生太過份吧, 而且你們是官方網, 真係立即對這品牌奶粉失信心', '最近買咗一罐，貼紙寫「全新包裝、相同配方」，但冲出嚟勁多泡泡，BB飲咗兩啖巳經唔飲；之後去返萬X買，個樣就同依家張圖一樣嘅，冲出嚟好少泡，完全兩回事。仲要話係官網，好令人質疑貨源。']",2023-12-10
美贊臣 - [官方正貨] 美贊臣 Enfa A+ NeuroPro 智睿系列 1號配方奶粉 (嬰兒奶粉) (0-6個月適用) (此日期前最佳: 不早於 8/2024),美贊臣官方旗艦店,"1,000",900克,305.00,,4.5,5,澳大利亞,"['5_star', 'excellent packaging', '沒有破損', 'Good item', '1_star', 'excellent packaging', '沒有破損', 'Good item']",2023-12-10
illuma - 惠氏 ILLUMA LUXA 4號 兒童成長配方奶粉 850克 * 新包裝 * (7613287136671) <香港行貨>,COME ON BABY 激安寶寶生活百貨,"1,000",850克,318.00,,4.3,6,愛爾蘭,"['5_star', '好', 'Good', 'Good', '低！', '物有所值', '1_star', '凹罐']",2023-12-10
illuma - ILLUMA HA - ILLUMA XTRACARE 親和人體 低敏配方 - 1號嬰兒配方奶粉 800g,惠氏營養品官方旗艦店,"1,000",800克,544.90,,5,3,德國,"['5_star', '好', '食開，買多幾罐', 'Good', '1_star', '好', '食開，買多幾罐', 'Good']",2023-12-10
雅培 - [優惠孖裝] 雅培保兒加營素3+ (呍呢嗱味) 850克,雅培嬰幼兒奶粉官方旗艦店,"1,000",850g x 2,509.90,,4.7,24,新加坡,"['5_star', '特價優惠時買咗兩罐試吓，阿仔話好飲，多啲做特價就好啦😅', '包裝好，$350/2罐', '平! $ 350兩礶', '350兩罐抵買', 'Great', '食開，小朋友喜歡', '👍🏻ol', '抵！！！', '用戶已設定此評論內容為非公開', '包裝好', '1_star', '特價優惠時買咗兩罐試吓，阿仔話好飲，多啲做特價就好啦😅', '包裝好，$350/2罐', '平! $ 350兩礶', '350兩罐抵買', 'Great', '食開，小朋友喜歡', '👍🏻ol', '抵！！！', '用戶已設定此評論內容為非公開', '包裝好']",2023-12-10
喜寶 - 有機雙益® HMP幼兒配方奶粉 (3號) (800克) 原箱6罐 (37871) 【香港原裝行貨】適用年齡：1歲或以上,HiPP 喜寶官方旗艦店,"1,000",,2238.00,,4.6,19,德國,"['5_star', '很好', '包裝好好', 'Good', 'good', '下年10月先到期，good', '有8折，非常好', 'gd', '方便、快捷?', 'good', '之前有買過呢個牌子食品，宜家試下奶粉', '1_star', '奶粉 嚴重 凹陷']",2023-12-10
美贊臣 - [官方正貨] 美贊臣 Enfinitas 藍臻 1號配方奶粉 (嬰兒奶粉) (0至6個月適用),美贊臣官方旗艦店,"1,000",820克,499.00,,3.7,15,荷蘭,"['5_star', '方便。有效期限長。', '送禮用！雖然較其他店貴少少，但官方正貨有信心些！', 'good 價錢一樣，唔使自己拎', '唔使拎有得送貨上門，正', '奶粉罐完整，很好', '包裝很好', '周圍都無存貨，又唔想經廠原箱買，HKTVmall係好既選擇。', '初生奶粉邊度買都一樣價錢，只有HKTV 有得送貨.', '周圍都無貨，好彩HKTV 有', '1_star', '一直都係HKTVmall美贊臣官方網站購買奶粉，以往亦都好信任所以沒有每一次即時檢查到期日，但在2月18日購買的奶粉竟然會是即將到期的奶粉，在二月份竟然會收到今年四月到期的奶粉，失望至極，建議各位家長為了嬰兒健康，不要貪方便在這裏購買，因為製造年份都會比較舊，甚至會係即將到期的奶粉，良心建議各位購買者。', '貨品比較舊，製造日期2019.08，成年前', '買過幾次之前都冇問題，今次太夸張']",2023-12-10
illuma - 惠氏 ILLUMA LUXA 3號 幼兒成長配方奶粉 850克 x 2罐 * 新包裝 * (7613287136657) <香港行貨>,COME ON BABY 激安寶寶生活百貨,"1,000",850克 x 2罐,648.00,,3.8,8,愛爾蘭,"['5_star', '比超市平，包裝優良。 再三回購', 'Good', '包裝好好，多次回購', '好', '好', '1_star', '送漏面膜！3張訂單都送漏', '講明送面膜，但都冇送。有冇搞錯']",2023-12-10
雪印 - 思敏兒2較大嬰兒奶粉,大街市,"1,000",900克,240.20,252.9,4,12,澳大利亞,"['5_star', 'ok', 'Good', '有10 % mall dollars 都算底', '包裝很好，買兩罐有特價', '比出面便宜，送來時也沒有損耗', '正品。送貨及時。', '試過先講', '好。送貨員哥哥好有禮貌。屋企冇人臨時改地址都唔嬲。', '1_star', '送漏2罐奶粉', '個罐凹左！要換貨！但live chat 唔得，個app 又揾唔到contract no. 唔該聯絡本人。']",2023-12-10
illuma - 惠氏 ILLUMA LUXA 3號 幼兒成長配方奶粉 850克 * 新包裝 * (7613287136657) <香港行貨>,COME ON BABY 激安寶寶生活百貨,"1,000",850克,325.00,,3.3,5,愛爾蘭,"['5_star', 'good', '每日包裝都好好', 'ok la', '1_star', '買4罐illuma, 只送左3罐, 另外一罐變左3盒hipp既產品？', '講明送面面膜。3張訂單都冇送']",2023-12-10
美素佳兒 - 美素佳兒®金裝3號紙盒裝,荷蘭美素佳兒官方旗艦店,"1,000",400克 x 3,375.90,,4,8,荷蘭,"['5_star', '有贈品 讚', '回購，抵買！買兩盒有18盒紙巾送', 'Ok', 'Happy', 'Will order again', 'Exact as expected, will order again!', '1_star', '運輸欠佳，其中一盒損毁嚴重，請盡快安排更換', '商品沒有說明食用限期，請說明食用限期。']",2023-12-10
illuma - 惠氏 ILLUMA XTRACARE 親和人體 (HA低敏配方) (0-12個月) 800克 (到期日: 06/02/2025) (844529402714) <香港行貨>,COME ON BABY 激安寶寶生活百貨,"1,000",,498.00,623.00,3.5,6,德國,"['5_star', 'Good', 'very good', 'well done', '1_star', 'This is the second time that the canister was dented upon receipt or the package.', '鐵罐有兩處損毁凹左']",2023-12-10
惠氏 - 香港行貨惠氏 Illuma luxa 啟賦#1 850g x 2,Express,"1,000",2罐,800.00,,4.3,15,愛爾蘭,"['5_star', '每次都包裝好好，只係少少粒左，可以接受。就係不能預知到期日。', '送貨員好好👍🏻', '送貨員非常好👍🏻..包裝好好 保護性好', '低', '??', 'Good', '正貨', '平', '比街度買平好多，Bb食開', '正貨', '1_star', '商品說明中沒有清楚列明奶粉是新版或舊版，貨品送到後才知道是舊版，後來要求換貨，但換貨後仍然是舊版！！非常不能接受！非常懷疑商家及hktvmall有沒有積極跟進這項貨品問題！！請盡快與我聯絡處理奶粉換貨問題或處理退款！！', '買一箱，6罐全部都凹㗎！買咁多次第一次發生，好差']",2023-12-10
illuma - 惠氏 illuma啟賦 (有機幼兒成長配方)#3號,Express,"1,000",1罐,465.00,,4.3,3,愛爾蘭,"['5_star', 'good', '包裝很好', '1_star', 'good', '包裝很好']",2023-12-10
